0.000000;0.078125
0.000000;0.093750
0.000000;0.140625
0.000000;0.140625
0.000000;0.156250
0.000000;0.234375
0.038000;0.343750
0.075000;0.453125
0.113000;0.531250
0.150000;0.625000
0.188000;0.671875
0.225000;0.750000
0.263000;0.765625
0.301000;0.812500
0.338000;0.812500
0.376000;0.859375
0.413000;0.859375
0.451000;0.859375
0.488000;0.890625
0.526000;0.953125
0.563000;1.125000
0.600000;1.203125
0.600000;1.218750
0.600000;1.234375
0.600000;1.250000
0.600000;1.296875
0.600000;1.312500
0.600000;1.343750
0.600000;1.343750
0.563000;1.359375
0.525000;1.406250
0.488000;1.421875
0.450000;1.453125
0.413000;1.515625
0.375000;1.531250
0.337000;1.531250
0.300000;1.546875
0.262000;1.546875
0.225000;1.562500
0.187000;1.578125
0.150000;1.578125
0.112000;1.640625
0.074000;1.656250
0.037000;1.656250
0.000000;1.718750
0.000000;1.734375
0.000000;1.734375
0.000000;1.765625
0.000000;1.765625
0.000000;1.812500
0.000000;1.890625
0.000000;1.921875
0.000000;1.937500
0.000000;2.015625
0.000000;2.015625
0.000000;2.046875
0.000000;2.140625
0.000000;2.140625
0.000000;2.171875
0.000000;2.187500
0.000000;2.203125
0.000000;2.218750
0.000000;2.218750
0.000000;2.218750
0.000000;2.234375
0.000000;2.406250
0.000000;2.468750
0.000000;2.546875
