0.129117;0.000000
0.129128;0.093750
0.129129;0.093750
0.129129;0.000000
0.129130;0.109375
0.129133;0.109375
0.129135;0.109375
0.129144;0.109375
0.129187;0.171875
0.129214;0.171875
0.129214;0.171875
0.129252;0.171875
0.129301;0.203125
0.129370;0.203125
0.129393;0.203125
0.129397;0.203125
0.129429;0.203125
0.129456;0.234375
0.129464;0.234375
0.129467;0.234375
0.129474;0.234375
0.129477;0.250000
0.129478;0.250000
0.129497;0.250000
0.129550;0.250000
0.129580;0.296875
0.129582;0.296875
0.129591;0.296875
0.129643;0.312500
0.129741;0.312500
0.129770;0.359375
0.129774;0.359375
0.129812;0.359375
0.129851;0.375000
0.129854;0.375000
0.129854;0.421875
0.129865;0.421875
0.129877;0.421875
0.129878;0.437500
0.129880;0.437500
0.129900;0.453125
0.129915;0.453125
0.129924;0.453125
0.129924;0.500000
0.129984;0.500000
0.130029;0.546875
0.130034;0.546875
0.130037;0.546875
0.130046;0.562500
0.130057;0.562500
0.130059;0.609375
0.130071;0.609375
0.129883;0.609375
0.122241;0.656250
0.122244;0.656250
0.103776;0.656250
0.102466;0.687500
0.098189;0.687500
0.096605;0.687500
0.081289;0.734375
0.076417;0.734375
0.065321;0.734375
0.046116;0.781250
0.043271;0.781250
0.042951;0.781250
0.042835;0.828125
0.039470;0.828125
0.033884;0.828125
0.031439;0.828125
0.028323;0.843750
0.026971;0.843750
0.026488;0.843750
0.025999;0.843750
0.026033;0.843750
0.026037;0.843750
0.026002;0.859375
0.025846;0.859375
0.025354;0.859375
0.023993;0.859375
0.023344;0.890625
0.023292;0.890625
0.023231;0.890625
0.023194;0.890625
0.022492;0.890625
0.022443;0.890625
0.022205;0.890625
0.022139;0.890625
0.022349;0.937500
0.022420;0.937500
0.022281;0.937500
0.022273;0.937500
0.022340;0.984375
0.022367;0.984375
0.022507;0.984375
0.021786;0.984375
0.021802;1.015625
0.022020;1.015625
0.022050;1.015625
0.021738;1.015625
0.021301;1.046875
0.021440;1.046875
0.021486;1.046875
0.021485;1.046875
0.021666;1.062500
0.021926;1.062500
0.022086;1.062500
0.022075;1.062500
0.022091;1.093750
0.022324;1.093750
0.022093;1.093750
0.021936;1.125000
0.021998;1.125000
0.021928;1.125000
0.021636;1.171875
0.021273;1.171875
0.021172;1.171875
0.021188;1.218750
0.021091;1.218750
0.020929;1.250000
0.021160;1.250000
0.021353;1.250000
0.021624;1.250000
0.021610;1.265625
0.021634;1.265625
0.022217;1.265625
0.022314;1.281250
0.022147;1.281250
0.022153;1.281250
0.022302;1.296875
0.022010;1.296875
0.021423;1.296875
0.021254;1.328125
0.021230;1.328125
0.020996;1.328125
0.020834;1.359375
0.021063;1.359375
0.021296;1.359375
0.021314;1.375000
0.021445;1.375000
0.021541;1.375000
0.021703;1.375000
0.021598;1.375000
0.021566;1.390625
0.021695;1.390625
0.021737;1.390625
0.021376;1.390625
0.021187;1.406250
0.021200;1.406250
0.021260;1.406250
0.021208;1.406250
0.021202;1.406250
0.021516;1.406250
0.021519;1.406250
0.021471;1.406250
0.021482;1.421875
0.021546;1.421875
0.021519;1.421875
0.021215;1.421875
0.020977;1.453125
0.021063;1.453125
0.020993;1.453125
0.020938;1.453125
0.020416;1.500000
0.020455;1.500000
0.020360;1.500000
0.020274;1.500000
0.020741;1.515625
0.020905;1.515625
0.020950;1.515625
0.020978;1.515625
0.021120;1.531250
0.021451;1.531250
0.021451;1.531250
0.021151;1.531250
0.020976;1.546875
0.021157;1.546875
0.021011;1.546875
0.020537;1.546875
0.020274;1.734375
0.020223;1.734375
0.020117;1.734375
0.020022;1.734375
0.020200;1.781250
0.020509;1.781250
0.020493;1.781250
