0.029053;9.078125
0.029147;9.078125
0.029150;9.093750
0.029352;9.093750
0.029744;9.093750
0.029809;9.140625
0.030422;9.140625
0.031144;9.140625
0.031426;9.140625
0.031432;9.156250
0.031574;9.156250
0.032693;9.156250
0.034000;9.203125
0.034449;9.203125
0.034491;9.203125
0.034994;9.218750
0.036483;9.218750
0.037912;9.218750
0.038133;9.218750
0.038167;9.265625
0.038776;9.265625
0.039041;9.265625
0.039120;9.281250
0.039226;9.281250
0.039253;9.281250
0.039306;9.281250
0.039525;9.281250
0.039545;9.281250
0.039618;9.281250
0.039732;9.296875
0.039760;9.296875
0.039761;9.296875
0.039766;9.296875
0.039864;9.312500
0.040533;9.312500
0.040630;9.312500
0.040778;9.359375
0.041192;9.359375
0.041320;9.359375
0.041331;9.359375
0.041382;9.375000
0.041521;9.375000
0.041670;9.390625
0.041717;9.390625
0.042304;9.390625
0.042599;9.390625
0.042629;9.406250
0.042904;9.406250
0.044150;9.406250
0.044412;9.453125
0.044414;9.453125
0.044646;9.453125
0.044822;9.453125
0.044295;9.468750
0.043464;9.468750
0.043148;9.468750
0.043140;9.515625
0.043059;9.515625
0.042638;9.515625
0.042433;9.515625
0.042307;9.515625
0.042221;9.515625
0.042133;9.515625
0.041468;9.546875
0.041151;9.546875
0.041145;9.546875
0.040400;9.546875
0.039784;9.546875
0.039725;9.546875
0.039725;9.546875
0.039607;9.593750
0.039053;9.593750
0.038346;9.593750
0.038340;9.593750
0.038059;9.609375
0.037682;9.609375
0.037665;9.609375
0.037604;9.656250
0.037119;9.656250
0.037059;9.656250
0.036881;9.671875
0.036484;9.671875
0.036134;9.671875
0.036123;9.671875
0.036079;9.671875
0.036004;9.671875
0.036003;9.671875
0.035992;9.718750
0.035991;9.718750
0.035976;9.718750
0.035962;9.765625
0.035832;9.765625
0.035617;9.765625
0.035587;9.765625
0.035586;9.781250
0.035585;9.781250
0.035424;9.781250
0.035146;9.812500
0.034930;9.812500
0.034911;9.812500
0.034820;9.812500
0.034514;9.828125
0.034436;9.828125
0.034433;9.828125
